movie_name,comment_sentiment_type,comment_sentiment_name,aspect_name,reason_name,review_count,total_like_count,weighted_score,total_reason_mentions,reason_ratio
一一,neutral,一般,导演叙事,镜头语言好,7,356,30.672,25,0.28
一一,neutral,一般,导演叙事,表达晦涩,4,116,16.4689,25,0.16
一一,neutral,一般,导演叙事,表达说教,3,44,11.0064,25,0.12
一一,neutral,一般,导演叙事,叙事优秀,2,218,10.901,25,0.08
一一,neutral,一般,情怀记忆,个人经历共鸣,6,374,28.688,11,0.5455
一一,neutral,一般,情怀记忆,怀旧情怀,3,953,17.407,11,0.2727
一一,neutral,一般,情怀记忆,多年重看,2,39,7.8522,11,0.1818
一一,neutral,一般,整体观感,好看推荐,12,1148,51.7804,20,0.6
一一,neutral,一般,整体观感,无感不喜欢,3,911,16.0606,20,0.15
一一,neutral,一般,整体观感,经典神作,2,40,7.9322,20,0.1
一一,neutral,一般,整体观感,期待落差,1,180,6.1985,20,0.05
一一,neutral,一般,整体观感,一般还行,1,50,4.9318,20,0.05
一一,neutral,一般,整体观感,失望难看,1,40,4.7136,20,0.05
一一,neutral,一般,文化背景,中国语境,5,117,20.1576,13,0.3846
一一,neutral,一般,文化背景,社会群体,4,161,18.5488,13,0.3077
一一,neutral,一般,文化背景,日本语境,2,74,9.2174,13,0.1538
一一,neutral,一般,文化背景,美国语境,1,28,4.3673,13,0.0769
一一,neutral,一般,文化背景,历史文化,1,11,3.4849,13,0.0769
一一,neutral,一般,画面声音,画面优秀,3,76,12.2781,3,1.0
一一,neutral,一般,类型题材,爱情题材,6,969,26.9307,10,0.6
一一,neutral,一般,类型题材,科幻设定,2,204,10.4832,10,0.2
一一,neutral,一般,类型题材,犯罪悬疑,1,50,4.9318,10,0.1
一一,neutral,一般,类型题材,原著改编,1,12,3.5649,10,0.1
一一,neutral,一般,节奏体验,节奏平淡,7,330,30.3213,13,0.5385
一一,neutral,一般,节奏体验,时长过长,3,274,15.9693,13,0.2308
一一,neutral,一般,节奏体验,节奏拖沓,2,54,7.5412,13,0.1538
一一,neutral,一般,节奏体验,观看疲劳,1,62,5.1431,13,0.0769
一一,neutral,一般,观看体验,推荐观看,2,34,7.6168,4,0.5
一一,neutral,一般,观看体验,补标记录,1,11,3.4849,4,0.25
一一,neutral,一般,观看体验,重复观看,1,11,3.4849,4,0.25
一一,positive,好评,主题价值,人生意义,12,35023,100.979,16,0.75
一一,positive,好评,主题价值,人性思考,2,4894,16.4847,16,0.125
一一,positive,好评,主题价值,现实社会,2,4746,16.2954,16,0.125
一一,positive,好评,争议感受,审美不合,1,11646,10.3628,2,0.5
一一,positive,好评,争议感受,难以理解,1,3235,9.0821,2,0.5
一一,positive,好评,人物关系,人物命运,9,17817,73.8724,20,0.45
一一,positive,好评,人物关系,家庭亲情,5,9890,39.3629,20,0.25
一一,positive,好评,人物关系,爱情关系,5,7284,38.7951,20,0.25
一一,positive,好评,人物关系,性别表达,1,315,6.7557,20,0.05
一一,positive,好评,人物表演,演技好,2,3181,15.7167,5,0.4
一一,positive,好评,人物表演,台词经典,2,683,13.6665,5,0.4
一一,positive,好评,人物表演,演员加分,1,368,6.9108,5,0.2
一一,positive,好评,剧情内容,剧情精彩,4,13116,35.6491,9,0.4444
一一,positive,好评,剧情内容,剧情无聊,3,5687,25.4613,9,0.3333
一一,positive,好评,剧情内容,结尾震撼,2,2183,15.8378,9,0.2222
一一,positive,好评,导演叙事,导演能力强,3,3671,22.954,8,0.375
一一,positive,好评,导演叙事,镜头语言好,2,805,13.993,8,0.25
一一,positive,好评,导演叙事,表达晦涩,1,3235,9.0821,8,0.125
一一,positive,好评,导演叙事,叙事优秀,1,1693,8.4348,8,0.125
一一,positive,好评,导演叙事,剪辑出色,1,315,6.7557,8,0.125
一一,positive,好评,情怀记忆,个人经历共鸣,3,17605,28.0805,7,0.4286
一一,positive,好评,情怀记忆,怀旧情怀,2,12020,18.5761,7,0.2857
一一,positive,好评,情怀记忆,童年回忆,1,4378,9.3846,7,0.1429
一一,positive,好评,情怀记忆,多年重看,1,437,7.0822,7,0.1429
一一,positive,好评,情绪共鸣,感动,1,4457,9.4025,3,0.3333
一一,positive,好评,情绪共鸣,热血,1,4457,9.4025,3,0.3333
一一,positive,好评,情绪共鸣,压抑,1,2866,8.961,3,0.3333
一一,positive,好评,整体观感,一般还行,3,1911,22.2546,9,0.3333
一一,positive,好评,整体观感,失望难看,3,2146,21.87,9,0.3333
一一,positive,好评,整体观感,好看推荐,1,11646,10.3628,9,0.1111
一一,positive,好评,整体观感,无感不喜欢,1,11646,10.3628,9,0.1111
一一,positive,好评,整体观感,经典神作,1,678,7.5206,9,0.1111
一一,positive,好评,文化背景,社会群体,3,16529,27.3634,10,0.3
一一,positive,好评,文化背景,日本语境,3,2663,22.8126,10,0.3
一一,positive,好评,文化背景,中国语境,2,644,13.5548,10,0.2
一一,positive,好评,文化背景,历史文化,1,4378,9.3846,10,0.1
一一,positive,好评,文化背景,美国语境,1,329,6.7991,10,0.1
一一,positive,好评,画面声音,画面优秀,2,683,13.6665,3,0.6667
一一,positive,好评,画面声音,配乐优秀,1,368,6.9108,3,0.3333
一一,positive,好评,类型题材,爱情题材,5,8457,40.3112,7,0.7143
一一,positive,好评,类型题材,科幻设定,2,766,13.8813,7,0.2857
一一,positive,好评,节奏体验,节奏平淡,6,8495,48.4989,9,0.6667
一一,positive,好评,节奏体验,时长过长,2,13384,19.2219,9,0.2222
一一,positive,好评,节奏体验,观看疲劳,1,4378,9.3846,9,0.1111
一一,positive,好评,观看体验,重复观看,1,437,7.0822,1,1.0
七宗罪 Se7en,negative,差评,主题价值,人生意义,1,41,4.7377,2,0.5
七宗罪 Se7en,negative,差评,主题价值,自由希望,1,17,3.8904,2,0.5
七宗罪 Se7en,negative,差评,争议感受,审美不合,3,149,11.8642,5,0.6
七宗罪 Se7en,negative,差评,争议感受,过誉,1,24,4.2189,5,0.2
七宗罪 Se7en,negative,差评,争议感受,期待落差,1,8,3.1972,5,0.2
七宗罪 Se7en,negative,差评,人物关系,爱情关系,3,26,8.7807,4,0.75
七宗罪 Se7en,negative,差评,人物关系,友情关系,1,41,4.7377,4,0.25
七宗罪 Se7en,negative,差评,人物表演,演员加分,3,43,10.4616,10,0.3
七宗罪 Se7en,negative,差评,人物表演,表演尴尬,2,41,8.0064,10,0.2
七宗罪 Se7en,negative,差评,人物表演,演技好,2,39,7.8522,10,0.2
七宗罪 Se7en,negative,差评,人物表演,角色鲜明,2,34,7.3132,10,0.2
